ingredient,occurrence_count
golgi usa research laboratories llpbromelain,1
rajat care llpcefixime,1
aarcin pharmaceutical llpalpha-beta arteether,1
overseascefuroxime,1
biozoc incluliconazole,1
limitedeplerenone,1
rmpl pharma llplevosimendan,1
indoscot healthcare llpdiclofenac diethylamine,1
bellafem pharma llptranexamic acid,1
rajat care llpphenylephrine,1
renwick health care llppregabalin,1
providence international labs llpnepafenac,1
healthserch pharma llpciprofloxacin,1
limitedmiconazole,1
qmentis pharma solutions llpdomperidone,1
wellfort healthcare llpgemcitabine,1
pharmazeal healthcare llpaspirin,1
limitedsodium picosulfate,1
dibasic sodium phosphate,1
monobasic sodium phosphate,1
remedise pharma llpmethylcobalamin,1
biozoc incgabapentin,1
limitedmupirocin,1
labs limitedlevocetirizine,1
serotonin pharmaceuticals llpdomperidone,1
labs limitedamitriptyline,1
nartograstim,1
labs limitedritonavir,1
indoscot healthcare llpmontelukast,1
mg lifecare llpdextropropoxyphene,1
curatas pharmaceuticals llpglimepiride,1
manas pharma mfgdomperidone,1
indoscot healthcare llpdeflazacort,1
aster zenith bioscience llppantoprazole,1
ampure pharmaceutical llpferrous ascorbate,1
herpes zoster / shingles vaccine,1
indoscot healthcare llpomeprazole,1
acmedix pharma llptorasemide,1
healthcareparacetamol,1
polycarbophil,1
biozoc incfaropenem,1
garenoxacin,1
medmom pharmaceuticals llpamlodipine,1
zainul bio-remedies llppregabalin,1
aarcin pharmaceutical llpartesunate,1
teqmed pharma llpluliconazole,1
overseaspiracetam,1
healthcarealuminium hydroxide,1
vonartes pharmaceutical llppantoprazole,1
overseasfexofenadine,1
biocrross chem llpdiclofenac,1
strontium chloride,1
heal-thy self pharmaceuticals llprabeprazole,1
labs limitedparacetamol,1
astra idl maxetoricoxib,1
indoscot healthcare llpchlorpheniramine maleate,1
polyethelene glycol,1
biocrross chem llpmontelukast,1
sunways,1
methylene blue,1
bennet mypher pharmaceuticals llpsodium chloride,1
durosine pharmaceuticals llprosuvastatin,1
nivian pharma llpestradiol,1
hegde and hegde pharmaceutica llphydroquinone,1
light kaolin,1
cims pharmaceuticals llpamoxycillin,1
glial life science llpdomperidone,1
bennet mypher pharmaceuticals llpnimesulide,1
overseasciprofloxacin,1
spranza vita pharmaceutical llpcefoperazone,1
curatas pharmaceuticals llpteneligliptin,1
curenus pharma llpflupenthixol,1
rains healthcare llptaurine,1
medmom pharmaceuticals llpdiacerein,1
aush pharma llpomeprazole,1
kainosis pharmaceuticalsceftriaxone,1
advent life sciences llppantoprazole,1
overseasitraconazole,1
spranza vita pharmaceutical llprabeprazole,1
limitedcilnidipine,1
vonartes pharmaceutical llpfenofibrate,1
dellwich healthcare llptrihexyphenidyl,1
acetylcarnitine,1
medmom pharmaceuticals llpfaropenem,1
bennet mypher pharmaceuticals llpondansetron,1
hegde and hegde pharmaceutica llpofloxacin,1
curenus pharma llpmethylcobalamin,1
starmed biotechatorvastatin,1
zulesma llpphenylephrine,1
ai health care llpcyproheptadine,1
mustcure healthcare llpketorolac,1
biocrross chem llpranitidine,1
zulesma llpmeropenem,1
aush pharma llpamlodipine,1
uniza healthcare llpmontelukast,1
labs limitedtamsulosin,1
wisteria healthcare llpdeflazacort,1
daclizumab,1
bplsulfamethoxazole,1
bennet mypher pharmaceuticals llpdrotaverine,1
hazithromycin,1
manas pharma mfgimipramine,1
nivian pharma llpcetrorelix,1
medmom pharmaceuticals llpdrotaverine,1
bennet mypher pharmaceuticals llpdimethicone,1
aarcin pharmaceutical llpaceclofenac,1
medmom pharmaceuticals llpsildenafil,1
liras pharmaceutical llpnitroglycerin,1
bennet mypher pharmaceuticals llpciprofloxacin,1
curigen pharmaceuticals llpcetrimide,1
ethacridine,1
spranza vita pharmaceutical llpprogesterone,1
anzecure pharmaceuticals llppregabalin,1
biocrross chem llpluliconazole,1
ipilimumab,1
limbson pharmaceuticals llpceftriaxone,1
cims pharmaceuticals llpesomeprazole,1
aarcin pharmaceutical llpcefoperazone,1
s pharmacetirizine,1
labs limitedlevetiracetam,1
selag biologicals llpestradiol,1
medmart pharma llptrypsin,1
biocrross chem llphydrochlorothiazide,1
twine protega llplevosalbutamol,1
pharmaceuticals private limiteddomperidone,1
biocrross chem llpcefpodoxime proxetil,1
wisteria healthcare llprabeprazole,1
human papillomavirus bivalent,1
aquila pharmaceutical llpursodeoxycholic acid,1
limitedtrimetazidine,1
labs limitedursodeoxycholic acid,1
dehydroemetine,1
limitedondansetron,1
aarcin pharmaceutical llpmethylcobalamin,1
biocrross chem llplinezolid,1
astra idl maxpantoprazole,1
acmedix pharma llpaspirin,1
freed pharma llpursodeoxycholic acid,1
zulesma llpceftriaxone,1
taurus laboratories pvt ltdcharcoal,1
testosterone cypionate,1
alphacalcidol,1
expectorant,1
adeloric,1
cubebin,1
eurotone,1
brucine,1
zimelidine,1
ketoprofen 2.5%,1
candida bombicola,1
proxine,1
saw palmetto extract,1
clodronate,1
adefovir dipivoxil,1
calcitonin (salmon),1
bethanechol chloride,1
eberconazole nitrate,1
epidermal growth factor (rhegf) 0.2%,1
diflucortolone valerate 0.1%,1
oxiconazole nitrate 1%,1
picozinc,1
lignocaine 1%,1
cera alba,1
epidermal growth factor,1
thiopentone sodium,1
vortioxetine hydrobromide,1
spiromolactone,1
tribendimidine,1
chlorhexidine gluconate 4% w/v,1
cephradine,1
reveratrol,1
riparin,1
sotagliflozin,1
laropiprant,1
volibris,1
miglustat,1
raclopride,1
chlorpheniramine maleate 2mg,1
phenylephrine 10mg,1
vitamin b12 1000mcg,1
folic acid 100mg,1
atorvastatin 40mg,1
tramadol 37.5mg,1
clenbuterol,1
cromoglycate,1
ravidasvir,1
ginseng,1
pertussis vaccine,1
carteolol hydrochloride,1
ropivacaine hydrochloride,1
capreomycin,1
cyclopenthiazide,1
inactivated poliovirus (ipv),1
sodium benzoate,1
sodium phenylbutyrate,1
starch,1
dizzy,1
cebrol,1
desferrioxamine mesylate,1
anagrelide,1
nexium,1
otrivine (xylometazoline),1
rubiquin (likely a brand of quinine),1
cymef,1
bictegravir,1
co-amoxiclav,1
taspoglutide,1
desmopressin acetate,1
lysergol,1
biocod,1
sodium carboxymethylcellulose,1
maltodextrin,1
ciproheptadine,1
prolactin inhibitor (likely cabergoline),1
iron (as ferrous ascorbate),1
ornithine aspartate,1
edetate disodium,1
trinitroglycerin,1
sodium cromoglicate,1
peracetic acid,1
tubocurarine,1
allopregnanolone,1
alglucerase,1
terconazole,1
inactivated sars-cov-2 antigen,1
"enzyme preparation (amylase, protease, lipase)",1
miltefosine,1
interferon alfa,1
terbinafine 10mg,1
recombinant adenovirus type 26 (rad26),1
recombinant adenovirus type 5 (rad5),1
alverine,1
oxerutins,1
mastum,1
resperidone,1
ecodap,1
triclabendazole,1
anticoagulant (likely enoxaparin or similar),1
fenoldopam,1
candida bombicola (probable),1
aluminium acetate,1
asiatic acid,1
suprofen,1
tropisetron,1
berberine,1
ulipristal,1
liforol,1
biopin,1
shaltil,1
rho(d) immune globulin,1
calcium glubionate,1
yellow fever vaccine (live attenuated),1
sover 400 tablet,1
arbidol,1
fexofenadine hydrochloride 160mg,1
tranexamic acid 100mg,1
clonazepam 1mg,1
clomipramine hydrochloride 50mg,1
cefixime 250mg,1
etoricoxib 400mg,1
pantoprazole 20mg,1
cetirizine hydrochloride 10mg,1
cefoperazone 250mg,1
sulbactam 125mg,1
lorazepam 2mg,1
dydrogesterone 20mg,1
amisulpride 50mg,1
tribulus terrestris extract,1
volibris (ambrisentan),1
phenindione,1
flavoxate hydrochloride,1
linarizine,1
cenobamate,1
clinidipine,1
alpha-chymotrypsin,1
ecotrin,1
polatuzumab vedotin,1
fluphenazine decanoate,1
rumalaya,1
myoral,1
noradrenaline,1
escitalopram oxalate 20mg,1
thyroxine sodium 50mcg,1
peginterferon alfa-2b 100mcg,1
rabeprazole sodium 20mg,1
valsartan 160mg,1
povidone-iodine 5%,1
flupenthixol 0.25mg,1
flumetasone pivalate,1
ergometrine,1
ethyromycin,1
paritaprevir,1
rusovastatin,1
lyzole,1
betamethasone sodium phosphate,1
tilidine,1
ceftobiprole,1
s-omeprazole,1
atracurium besylate,1
succinylated gelatin,1
anthrax vaccine adsorbed,1
conivaptan,1
naftifine hydrochloride 2%,1
mycophenolate sodium 540mg,1
cefpodoxime proxetil 100mg,1
valproic acid 200mg,1
cefadroxil 125mg per 5ml,1
choline alfoscerate 500mg,1
epinastine 0.25%,1
febuxostat 10mg,1
emeset,1
insulin human (isophane),1
amphotericin b (liposomal),1
insulin isophane (nph) 70%,1
insulin regular 30%,1
plasma protein fraction (human),1
nebivolol 5mg,1
levetiracetam 1000mg,1
budesonide 0.5mg,1
urofollitropin 75 iu,1
donepezil 5mg,1
memantine 5mg,1
alprazolam 0.25mg,1
hyoscine butylbromide 0.1%,1
rebamipide 30mg,1
castor oil,1
neem oil,1
carbamazepine 150mg,1
pregabalin 300mg,1
bilastine 16mg,1
hydroxypropyl methylcellulose 0.5%,1
ezetimibe 10mg,1
losartan 25mg,1
thiamine 100mg,1
risperidone 4mg,1
trihexyphenidyl 2mg,1
desvenlafaxine 50mg,1
cefpodoxime 500mg,1
eslosartan 2.5mg,1
human chorionic gonadotropin 5000 iu,1
sitagliptin 25mg,1
alfuzosin 10mg,1
duloxetine 10mg,1
pregabalin 400mg,1
sennoside,1
candida albicans,1
thymus factor,1
tartaric acid,1
n(2)-l-alanyl-l-glutamine,1
doxercalciferol,1
renidipine,1
trubogli,1
astezol,1
lysera,1
ap,1
proxit,1
valros,1
venemycin,1
bravocof,1
a,1
vepnisole,1
beta joy,1
cefozopran,1
flamin,1
abtelmi,1
amh,1
fudiwin,1
h,1
esease,1
shilzorb,1
dolcita,1
mf,1
triglimpure,1
amiodipine,1
isoconazole nitrate,1
bacillus coagulans,1
accclofenac,1
safed musli,1
ashwagandha,1
shilajit,1
2-octyl cyanoacrylate,1
gemcitabine hydrochloride,1
pramipexole dihydrochloride,1
ambrodil,1
triclocarban,1
strontium ranelate,1
eveglime,1
gastric acid neutralizer,1
sulphonylurea,1
insulin human (isophane + soluble),1
macrogol 3350,1
montekulast,1
pyridoxal hydrochloride,1
accelofenac,1
gliflozin (likely dapagliflozin or empagliflozin),1
perindopril erbumine 8 mg,1
solifenacin succinate 5 mg,1
venlafaxine hydrochloride 75 mg,1
esomeprazole magnesium 40 mg,1
tretinoin 0.1% w/w,1
esomeprazole sodium 40 mg,1
colistimethate sodium 1 million iu,1
atorvastatin calcium 40 mg,1
escitalopram oxalate 5 mg,1
dapagliflozin 5 mg,1
mycophenolate mofetil 360 mg,1
levocetirizine dihydrochloride 5 mg,1
montelukast sodium 10 mg,1
clostridium butyricum,1
fluprednisolone,1
diclofenac 200mg,1
chlordiazepoxide 12.5mg,1
clidinium 5mg,1
atenolol 20mg,1
flunarizine 0.25mg,1
bisoprolol 2.5mg,1
deflazacort 7.5mg,1
cinnarizine 20mg,1
dimenhydrinate 40mg,1
ranolazine 500mg,1
vilazodone 60mg,1
erythromycin 500mg,1
escitalopram 10mg,1
donepezil 3mg,1
memantine 2mg,1
lansoprazole 15mg,1
favipiravir 400mg,1
cumin,1
cremaffin,1
acipimox,1
warfarin sodium,1
calcium levofolinate,1
benzylpenicillin,1
sporotrichosis? unknown,1
ergometrine maleate,1
zolpidem tartrate 3mg,1
melatonin 10mg,1
cefepime 500mg,1
tazobactam 62.5mg,1
afatinib 40mg,1
cefaclor 375mg,1
tigecycline 5mg,1
oxypurinol,1
arbaclofen,1
linagliptin 5mg,1
sitagliptin 10mg,1
dapagliflozin 100mg,1
gliclazide mr 30mg,1
repaglinide 1mg,1
gliclazide mr 40mg,1
alpha-blocker (likely alfuzosin or similar),1
trandolapril,1
grefac,1
tiki-21,1
rocuronium bromide,1
indacaterol maleate,1
insulin nph (isophane insulin),1
vincamine,1
pitavastatin calcium,1
mucuna pruriens extract,1
l-dopa,1
carnitine,1
hydralazine hydrochloride,1
aronia,1
amiloride hydrochloride,1
alclometasone,1
oxyphenonium bromide,1
cefoperazone 500mg,1
valsartan 50mg,1
telmisartan 80mg,1
lactobionic acid,1
butylscopolamine,1
bismuth subgallate,1
pindolol,1
nexito (escitalopram),1
benzathine benzylpenicillin,1
ecopride,1
refract (likely a brand of paracetamol or similar),1
emoxipine,1
sulfamerazine,1
sulfamethazine,1
cervus elaphus,1
rabies vaccine,1
flupenthixol decanoate,1
mosapride citrate,1
nefiracetam,1
valproate sodium,1
quinocetone,1
sustanon,1
xanthinol nicotinate,1
manidipine,1
losartan potassium 50mg,1
finasteride 5mg,1
enalapril maleate 5mg,1
olopatadine hydrochloride 5% w/v,1
isoniazid 200mg,1
tacrolimus 0.1% w/w,1
povidone iodine 10% w/v,1
silver sulphadiazine 1% w/w,1
ketoconazole 5% w/w,1
ketoconazole 5%,1
beclomethasone dipropionate 0.025%,1
mupirocin 2%,1
fluocinolone acetonide 0.025%,1
clobetasone butyrate 0.05%,1
brodifacoum 0.005%,1
fluocinonide,1
tolnaftate 1%,1
isoxsuprine 2%,1
clobetasol propionate 0.03%,1
mupirocin 0.25%,1
alclometasone dipropionate 0.05%,1
triamcinolone acetonide 40mg/ml,1
tacrolimus 0.05%,1
betamethasone dipropionate 0.05%,1
methylphenidate 20mg,1
chitosan,1
pancreatin 40000 units,1
ursodeoxycholic acid 450mg,1
rifaximin 550mg,1
cinnarizine 15mg,1
etoricoxib 90mg,1
sertraline 25mg,1
venlafaxine 75mg,1
betamethasone 0.5mg,1
albumin (human) 25%,1
anti-d immunoglobulin,1
beta-alanine,1
artemether 20mg,1
lumefantrine 120mg,1
quetiapine 20mg,1
valsartan 80mg,1
oxcarbazepine 300mg,1
oxcarbazepine 600mg,1
sultamicillin 375mg,1
rifampicin 550mg,1
alpha lipoic acid 100mg,1
repaglinide 0.5mg,1
solifenacin 5mg,1
sucralfate 500mg/5ml,1
oxetacaine 10mg/5ml,1
obesity management combination,1
trypsin 48mg,1
bromelain 90mg,1
rutoside 100mg,1
etoricoxib 500mg,1
mirabegron 25mg,1
sertraline 50mg,1
methylprednisolone 8mg,1
bendamustine hydrochloride,1
naphazoline hydrochloride,1
pheniramine maleate,1
pyridostigmine bromide,1
bromfenac sodium,1
cremafin,1
sartans (likely telmisartan or olmesartan),1
alpha-keto analogues of essential amino acids,1
troz (likely ezetimibe),1
mantadine (amantadine),1
nesom (likely esomeprazole),1
souver (likely betahistine),1
uricam (likely febuxostat),1
jollifos (likely a multivitamin/mineral supplement),1
zayo (likely a brand for hypertension/diabetes combination),1
nitroglycerin (glyceryl trinitrate),1
methyltestosterone,1
crestor (rosuvastatin),1
tequin (gatifloxacin),1
thioctic acid (alpha lipoic acid),1
zuclopenthixol acetate,1
mollugin,1
tramadol hydrochloride 100mg,1
phenylephrine hydrochloride 15mg,1
sulbactam 400mg,1
artesunate 150mg,1
zolpidem tartrate 10mg,1
gabapentin 400mg,1
diclofenac sodium 25mg,1
rosuvastatin 40mg,1
domperidone 100mg,1
bromocriptine 6mg,1
diclofenac sodium 100mg,1
sildenafil 50mg,1
dapoxetine 10mg,1
tranexamic acid 500mg,1
olopatadine hydrochloride 0.1%,1
mefenamic acid 100mg,1
meloxicam 400mg,1
malic acid,1
eletriptan hydrobromide,1
eprinomectin,1
astenizole,1
glatiramer,1
jojoba oil,1
emedastine,1
myospaz,1
alisertib,1
sulconazole,1
cupine,1
tendamistat,1
isoconazole,1
udenafil,1
flubendazole,1
avobenzone,1
homosalate,1
dupilumab,1
proxetil,1
zicla,1
delapril,1
truspar,1
syzopin,1
etd,1
tecri,1
qumakderm,1
ambulax,1
veerox,1
onir,1
bigben,1
nobigesic,1
vinazole,1
esowen,1
cufed,1
diflucare,1
sennosides,1
carvidilol,1
ventcip ax tablet sr,1
avispas 20mg 500mg tablet,1
cirvonac mr tablet,1
letsrab d capsule sr,1
hucold lm tablet,1
rexim 200 tablet,1
nobinate ds tablet,1
votanep 0.1 eye drop,1
maddox 500mcg injection,1
systaflox 200mg tablet,1
alldex ls syrup,1
furoxi 1500mg injection,1
matnox t 4mg 4mg tablet,1
vesimycin 10mg injection,1
easyride beta tablet,1
macbury pd syrup,1
zondec 50 injection,1
ralzen dsr capsule,1
genflam mr tablet,1
piktus d syrup,1
vorgun gm 1mg 500mg 0.3mg tablet sr,1
viostine 8 tablet,1
nogit,1
esmolol hydrochloride,1
feprazone,1
afoxolaner,1
distemper virus,1
hepatitis virus,1
parvovirus,1
parainfluenza virus,1
anifungin,1
"taver (likely taurine or similar, but not standard; returning unknown)",1
acrosporine,1
clozapine 50mg,1
etilamfetamine,1
cefonicid,1
cuprofen,1
valacyclovir hydrochloride,1
verteporfin,1
decongestant,1
antihistamine,1
glendan,1
cibenzoline,1
sulpride,1
oxyfedrine,1
iron (as ferric ammonium citrate or similar),1
arthrox is not a standard name; likely a brand variant. unknown,1
measles,1
rubella,1
colic calm,1
cypreheptadine,1
camylofin dihydrochloride,1
alendronate sodium,1
thrombophob,1
heparinoid,1
trospium chloride,1
cocaine,1
lidoflazine,1
oxatomide,1
progesterone 200mg,1
cefuroxime axetil 125mg,1
ofloxacin 50mg,1
cloprostenol,1
pranlukast,1
dezocine,1
ibandronate sodium,1
dhea (dehydroepiandrosterone),1
rabies immunoglobulin (human),1
"insulin human (30% regular, 70% nph)",1
human insulin (regular),1
folinic acid,1
sodium zirconium cyclosilicate,1
s-adenosyl-l-methionine,1
coline salicylate,1
pancrelipase,1
tocopheryl polyethylene glycol succinate,1
valine,1
isoleucine,1
threonine,1
phenylalanine,1
alanine,1
proline,1
serine,1
tyrosine,1
aspartic acid,1
glutamic acid,1
cysteine,1
gadobutrol,1
tocotrienols,1
tocopherols,1
articaine,1
yeslax,1
emboxan,1
sezep,1
milk thistle,1
dexketoprofen trometamol,1
cephalothin,1
sitagliptin 50mg,1
empagliflozin 25mg,1
benzoyl peroxide 2.5%,1
cyclobenzaprine 15mg,1
ibuprofen 100mg,1
rosuvastatin 10mg,1
acitretin 10mg,1
finasteride 10mg,1
dutasteride 20mg,1
febuxostat 300mg,1
colchicine 72mcg,1
furosemide 200mg,1
duloxetine 25mg,1
procaine penicillin,1
epoprostenol,1
elemental iron (as ferrous ascorbate),1
prothiaden (dosulepin),1
metipranolol,1
cytidine-5'-diphosphocholine,1
citrulline malate,1
abortifacient,1
benzyl benzoate,1
cetirizine hydrochloride 5mg,1
phenylephrine hydrochloride 5mg,1
serratiopeptidase 10mg,1
epidosin,1
oliceridine,1
vitamin k1 (phytomenadione),1
5-fluorouracil,1
tedizolid,1
propiconazole,1
cantop,1
penloc,1
recnate,1
symboz,1
tubitere novo,1
vicoten,1
arflur,1
pectin,1
voximin,1
insulin human (recombinant),1
rumatin,1
succinylcholine chloride,1
riboflavin,1
febuxostat 40mg,1
glimepiride 50mg,1
metformin 750mg,1
pioglitazone 250mg,1
olmesartan medoxomil 20mg,1
clavulanic acid 500mg,1
flupirtine maleate 50mg,1
clomiphene citrate 50mg,1
voglibose 1mg,1
nitrofurantoin 100mg,1
ticagrelor 90mg,1
eprosartan 25mg,1
amlodipine 2.5mg,1
irinotecan hydrochloride,1
afloxacin,1
jusdap 5 tablet,1
dipyrone,1
lornoxicam 8mg,1
prochlorperazine maleate 20mg,1
cefadroxil 250mg,1
fluoxetine 20mg,1
topiramate 100mg,1
nintedanib 200mg,1
chlorthalidone 12.5mg,1
trimetazidine 133mg,1
metoprolol succinate 58mg,1
clarithromycin 250mg,1
colistimethate sodium 2 million iu,1
ondansetron 25mg,1
levosulpiride 25mg,1
diazepam 10mg,1
methylcobalamin 40mg,1
zoxazolamine,1
vildagliptin 100mg,1
metformin hydrochloride 10mg,1
choline 140mg,1
doxycycline hyclate 100mg,1
piperacillin 4g,1
tazobactam 0.5g,1
pregabalin 100mg,1
methylcobalamin 4mg,1
zopiclone 10mg,1
mesalamine 1200mg,1
doxorubicin hydrochloride 20mg,1
lignocaine hydrochloride 2%,1
atorvastatin calcium 10mg,1
levofloxacin 250mg,1
norfloxacin 100mg,1
piroxicam 20mg,1
montelukast sodium 10mg,1
levocetirizine dihydrochloride 5mg,1
voriconazole 200mg,1
amoxicillin trihydrate 500mg,1
alprazolam 0.5mg,1
minocycline hydrochloride 45mg,1
sulbactam 50mg,1
dexlansoprazole 30mg,1
domperidone 40mg,1
propranolol hydrochloride 20mg,1
pantoprazole sodium 40mg,1
levosulpiride 75mg,1
sympathomimetic amine (pseudoephedrine),1
sporanox (itraconazole),1
cromolyn sodium,1
povidone,1
steroid (likely dexamethasone or prednisolone),1
fexofenadine hydrochloride 120mg,1
carboplatin 450mg,1
human papillomavirus 9-valent vaccine,1
carbinoxamine,1
valium (diazepam),1
daunorubicin hydrochloride,1
micafungin sodium,1
oxfendazole,1
lypressin,1
ceftaroline fosamil,1
clotiapine,1
larotrectinib,1
antihemophilic factor viii,1
sodium polystyrene sulfonate,1
certinix,1
cemibol,1
choline alfoscerate,1
iron carboxymaltose,1
insulin human (biphasic isophane),1
bordetella bronchiseptica,1
canine parainfluenza virus,1
eplerenone 50mg,1
tadalafil 5mg,1
tadalafil 20mg,1
amivantamab,1
cloxacillin 500 mg,1
eperisone 400 mg,1
sodium chloride 0.9%,1
ofloxacin 200 mg,1
serratiopeptidase 15 mg,1
gabapentin 300 mg,1
methylcobalamin 500 mcg,1
atorvastatin 40 mg,1
alphahist,1
sildenafil 8 mg,1
cefpodoxime 200 mg,1
ribavirin 100 mg,1
etoricoxib 120 mg,1
isavuconazole 200 mg,1
olanzapine 15 mg,1
candesartan 4 mg,1
clindamycin 100 mg,1
methylcobalamin 2500 mcg,1
montelukast 1 mg,1
caspofungin 50 mg,1
vancomycin 20 mg,1
methylcobalamin 1500 mcg,1
sparfloxacin 100 mg,1
clofazimine 25 mg,1
enoxacin 50 mg,1
tinidazole 12.5 mg,1
dacarbazine 1.16%,1
zaltoprofen 60 mg,1
doxycycline 100 mg,1
cefalexin 500 mg,1
epitrizole 100 mg,1
colistimethate 2 million iu,1
loteprednol 0.5%,1
moxifloxacin 500 mg,1
synthetic conjugated estrogens,1
lubricant,1
tavaborole,1
fluorometholone 0.1%,1
rizatriptan benzoate,1
lurasidone hydrochloride,1
propylparaben,1
hexachlorophene,1
crisaborole 2%,1
ofloxacin 1%,1
tretinoin 0.1%,1
betamethasone valerate 0.05%,1
povidone iodine 5%,1
halcinonide 0.05%,1
acitretin 25mg,1
neomycin sulphate 0.5%,1
luliconazole 5%,1
acyclovir 5%,1
ceftriaxone 40mg,1
isotretinoin 10 mg,1
isotretinoin 20 mg,1
eberconazole 0.25%,1
sertaconazole nitrate 2%,1
econazole nitrate 1%,1
chlorhexidine hydrochloride,1
amorolfine hydrochloride 0.25%,1
miconazole nitrate 1%,1
melatonin 5mg,1
clonidine hydrochloride 6.0mg,1
fusidic acid 0.1%,1
lidocaine 1%,1
amorolfine hydrochloride,1
pancuronium bromide,1
carbapenem,1
tamoxifen citrate,1
clascoterone,1
pramlintide,1
trihexyphenidyl hydrochloride,1
betahistine dihydrochloride 16 mg,1
cefuroxime axetil 500 mg,1
flunarizine 10 mg,1
cilnidipine 5 mg,1
pantoprazole 40 mg,1
metoprolol succinate 50 mg,1
metformin hydrochloride 500 mg,1
deflazacort 6 mg,1
empagliflozin 25 mg,1
linagliptin 5 mg,1
rosuvastatin 5 mg,1
clindamycin 300 mg,1
omeprazole 40 mg,1
clarithromycin 500 mg,1
dapagliflozin 10 mg,1
mycophenolate mofetil 600 mg,1
fenofibrate 145 mg,1
mononitrate,1
cobamamide,1
certirizine,1
"sympathomimetic (e.g., phenylephrine or similar)",1
thiamphenicol,1
methyl sulfonyl methane 600mg,1
methyl sulfonyl methane 800mg,1
amikacin 500mg,1
lactated ringer's solution 4000mg,1
ceftriaxone 750mg,1
amikacin 250mg,1
artemether 60mg,1
sertraline 200mg,1
olmesartan 10mg,1
diclofenac 75mg,1
torsemide 10mg,1
ofloxacin 0.5%,1
cefixime 125mg,1
ocrelizumab,1
quadrivalent meningococcal vaccine,1
gadoteric acid,1
thiopental,1
buprenorphine hydrochloride,1
aurothioglucose,1
turmeric extract,1
junipar,1
fenofibric acid,1
piodox,1
anakinra,1
mitomycin c,1
samarium,1
profenofos,1
trazodone hydrochloride,1
sizofiran,1
silybum marianum extract,1
memantine hydrochloride,1
vandetanib,1
digestive enzymes,1
fructooligosaccharide,1
vitamin k1,1
azelaastine,1
cyclizine,1
cefditoren pivoxil,1
phenoxymethylpenicillin,1
vernakalant,1
histamine,1
sucrose,1
potassium bromide,1
ergotamine tartrate,1
cetrorelix acetate,1
candida bombicola extract,1
eve (unknown),1
cisatracurium besylate,1
spectinomycin,1
ezanic acid,1
labrador,1
elamer,1
amiodarone hydrochloride,1
hiljox,1
abendazole,1
blosozumab,1
human menopausal gonadotropin (hmg),1
crebis is a brand of levo-carnitine,1
vesnarinone,1
chadox1 ncov-19,1
cetyl myristoleate,1
rheum emodin,1
alimemazine,1
follitropin beta,1
arthrosine,1
betalyte is not a standard name; likely refers to betahistine or betaloc? unknown,1
benzodiazepine,1
menaquinone,1
epoetin beta,1
oxypentifylline,1
neprilysin inhibitor,1
rifampin,1
diphtheria antitoxin,1
perphenazine,1
fonofos,1
dihydroergotoxine,1
tezapride,1
dothiepin hydrochloride,1
follicle stimulating hormone,1
buspirone hydrochloride,1
hepatitis a vaccine,1
cytidine,1
uridine,1
mansoori,1
cucumin,1
butamirate,1
fayof is not a standard name; likely a brand variant. unknown,1
chesclar m is not a standard name; possibly a combination. unknown,1
clovimet is not a standard name; possibly a brand variant. unknown,1
anerone is not a standard name; possibly a brand variant. unknown,1
coffact d is not a standard name; possibly a brand variant. unknown,1
hynapsil dx is not a standard name; possibly a brand variant. unknown,1
vogdeep r is not a standard name; possibly a brand variant. unknown,1
reopres is not a standard name; possibly a brand variant. unknown,1
canvin is not a standard name; possibly a brand variant. unknown,1
pept is not a standard name; possibly a brand variant. unknown,1
cosmaflam mr is not a standard name; possibly a brand variant. unknown,1
nimudex is not a standard name; possibly a brand variant. unknown,1
acetox is not a standard name; possibly a brand variant. unknown,1
torinib is not a standard name; possibly a brand variant. unknown,1
okabion plus is not a standard name; possibly a brand variant. unknown,1
letec is not a standard name; possibly a brand variant. unknown,1
ciptini is not a standard name; possibly a brand variant. unknown,1
flutech m is not a standard name; possibly a brand variant. unknown,1
cozith xl is not a standard name; possibly a brand variant. unknown,1
cpam is not a standard name; possibly a brand variant. unknown,1
cesafe is not a standard name; possibly a brand variant. unknown,1
rutodep plus is not a standard name; possibly a brand variant. unknown,1
zidnac p is not a standard name; possibly a brand variant. unknown,1
coretax is not a standard name; possibly a brand variant. unknown,1
nitrovib is not a standard name; possibly a brand variant. unknown,1
stanla plus is not a standard name; possibly a brand variant. unknown,1
eompra d is not a standard name; possibly a brand variant. unknown,1
trikonace is not a standard name; possibly a brand variant. unknown,1
chymolift d is not a standard name; possibly a brand variant. unknown,1
risfine t3 is not a standard name; possibly a brand variant. unknown,1
bricanyl,1
croscarmellose sodium,1
brinton,1
laridap,1
terguride,1
doxepin hydrochloride,1
xylazine,1
methylxanthine derivative,1
hydroxycobalamin,1
imidacloprid,1
mrna encoding spike protein of sars-cov-2,1
mucolytic (bromhexine or ambroxol),1
normal saline,1
glimepiride 0.2mg,1
minocycline 250mg,1
cefadroxil 500mg,1
methylprednisolone 125mg,1
betamethasone 0.1%,1
ofloxacin 500mg,1
atorvastatin 500mg,1
cilostazol 10mg,1
pseudoephedrine 30mg,1
chlorpheniramine 4mg,1
trazodone 50mg,1
tramadol 50mg,1
vildagliptin 10mg,1
zerodol,1
silibix,1
herifen,1
proton pump inhibitor (likely pantoprazole or omeprazole),1
promethazine theoclate,1
clostridiopepsin a (collagenase),1
liv 52 (herbal),1
mentat,1
